id_req,desc_cat1,desc_cat2,desc_cat3,desc_cat4,desc_pegText
FK2P,TURBINE CONTROL MODIFICATIONS,TURBINE CONTROL PANEL MODIFICATIONS,CONTROL HARDWARE,APPLY DIGITAL INPUT SIGNALS [FK2P],TCP/DIGITAL INPUT SIGNALS
FK2Q,TURBINE CONTROL MODIFICATIONS,TURBINE CONTROL PANEL MODIFICATIONS,CONTROL HARDWARE,APPLY DIGITAL OUTPUT SIGNALS [FK2Q],TCP/DIGITAL OUTPUT SIGNALS
FK2R,TURBINE CONTROL MODIFICATIONS,TURBINE CONTROL PANEL MODIFICATIONS,CONTROL HARDWARE,APPLY ANALOG INPUT SIGNALS [FK2R],TCP/ANALOG INPUT SIGNALS
FK2S,TURBINE CONTROL MODIFICATIONS,TURBINE CONTROL PANEL MODIFICATIONS,CONTROL HARDWARE,APPLY ANALOG OUTPUT SIGNALS [FK2S],TCP/ANALOG OUTPUT SIGNALS
FK2T,TURBINE CONTROL MODIFICATIONS,TURBINE CONTROL PANEL MODIFICATIONS,CONTROL SOFTWARE,APPLY POWER SOURCE SELECTOR CONTROL OPTION [FK2T],TCP/POWER SOURCE SELECTOR
FK2U,TURBINE CONTROL MODIFICATIONS,TURBINE CONTROL PANEL MODIFICATIONS,CONTROL SOFTWARE,APPLY FIRE PROTECTION DISCHARGE TIME DELAY [FK2U],TCP/FIRE PROTECTION DISCHARGE-TIME DELAY
FK2V,TURBINE CONTROL MODIFICATIONS,TURBINE CONTROL PANEL MODIFICATIONS,CONTROL SOFTWARE,APPLY REMOTE LOAD (MEGAWATT) SETPOINT [FK2V],TCP/REMOTE SPEED SET POINT AUTO CONTROL
FK2W,TURBINE CONTROL MODIFICATIONS,TURBINE CONTROL PANEL MODIFICATIONS,CONTROL SOFTWARE,APPLY EXTRA LOAD EQUIPMENT VIBRATION CHANNEL [FK2W],TCP/EXTRA LOAD EQUIP VIBRATION CHANNEL
FK2X,TURBINE CONTROL MODIFICATIONS,TURBINE CONTROL PANEL MODIFICATIONS,CONTROL SOFTWARE,ADD REDUNDANT SENSORS (FOR MARK IV CONTROLLERS ONLY) [FK2X],TCP/REDUNDANT SENSORS (MKIV ONLY)
FK2Y,TURBINE CONTROL MODIFICATIONS,TURBINE CONTROL PANEL MODIFICATIONS,CONTROL SOFTWARE,APPLY CUSTOM THERMOCOUPLE INPUT FOR CRI DISPLAY [FK2Y],TCP/CUST TC INPUT FOR CRI DISPLAY
FK2Z,TURBINE CONTROL MODIFICATIONS,TURBINE CONTROL PANEL MODIFICATIONS,CONTROL SOFTWARE,APPLY NON-LINEAR DROOP LOAD FUEL CONTROL [FK2Z],NON-LINEAR DROOP CNTRL (MICROPROCESSOR ONL
FK3A,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,TCP/COMBUSTION TEMP READOUT & ALARM
FK3B,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,TCP/WHEELSPACE TEMP READOUT & ALARM
FK3C,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,TCP/BEARING DRAIN TEMP READOUT & ALARM
FK3D,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,TCP/PRINTER
FK3E,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,RS232 SERIAL INTERFACE TO DATA LOGGER
FK3F,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,DEMAND DISPLAY (AUTO LOGGING)
FK3G,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,WET LOW NOX DATA (EPA COMPLIANCE)
FK3H,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,TRIP DISPLAY (TRI SIGNAL DISLAY)
FK3J,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,ANALOG OUT DISPLAY(TO STRIP CHART RECORDER)
FK3K,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,TCP/BASE LOAD ONLY
FK3L,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,TCP WHEELSPACE TEMP READOUT
FK3M,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,TCP BEARING METAL TEMP READOUT
FK3N,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,TCP VIBRATION ALARM
FK3O,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,POWER FACTOR CONTROL
FK3P,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,TCP PHONE JACK
FK3Q,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,SEQUENCE OF EVENTS RECORDER INTERFACE
FK3R,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,VCE TO PCD BIAS
FK3S,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,COMBUSTION MONITOR
FK3T,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,COMPRESSOR SURGE MONITOR
FK3U,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,MKII PROT LOGIC TEST AID MODULE
FK3W,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,FIRE STARTS COUNTER
FK3X,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,EXHAUST TEMPERATURE RECORDER
FK3Y,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,HAZARDOUS GAS PROTECTION,"ADD HAZARDOUS GAS DETECTION, PROTECTION AND MONITORING [FK3Y]","Hazardous Gas Detection, Protection, and Monitoring System"
FK3YA,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,HAZARDOUS GAS PROTECTION,ADD HONEYWELL HAZARDOUS GAS PROTECTION SYSTEM [FK3YA],Hazardous Gas Protection System  - Honeywell
FK3YB,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,HAZARDOUS GAS PROTECTION,ADD GENERAL MONITORS HAZARDOUS GAS PROTECTION SYSTEM [FK3YB],Hazardous Gas Protection System  - General Monitors
FK3YC,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,HAZARDOUS GAS PROTECTION,ADD MSA HAZARDOUS GAS PROTECTION SYSTEM [FK3YC],Hazardous Gas Protection System - MSA
FK3YD,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,HAZARDOUS GAS PROTECTION,APPLY TURBINE COMPARTMENT INSTRUMENTED EXTRACT DUCT SECTION [FK3YD],Turbine Compartment Instrumented Extract Duct Section
FK3YE,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,Honeywell IR Hazardous Gas Protection System
FK3YF,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,,,Self Implementation Non GE Hazardous Gas Protection System
FK3Z,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TC FEATURES,CONTROL SOFTWARE,ADD GENERATOR SHAFT MONITOR  SOFTWARE [FK3Z],GENERATOR SHAFT VOLTAGE MONITOR
FK4A,TURBINE CONTROL MODIFICATIONS,OTHER,CONTROL HARDWARE,ADD CONTROL CAB [FK4A],CONTROL CAB
FK4B,TURBINE CONTROL MODIFICATIONS,OTHER,CONTROL HARDWARE,ADD SKID-MOUNTED TURBINE AND GENERATOR PANELS [FK4B],SKID MOUNTED PANELS (TURB AND GEN)
FK4C,TURBINE CONTROL MODIFICATIONS,OTHER,CONTROL HARDWARE,ADD INTRINSIC SAFETY ZENER BARRIER PANELS [FK4C],ZENER BARRIER PANELS-INTRINSIC SAFETY
FK4D,TURBINE CONTROL MODIFICATIONS,OTHER,CONTROL HARDWARE,ADD ZENER BARRIER PANELS ON SKID WITH TURBINE CONTROL PANEL [FK4D],ZENER BARRIER PANELS ON SKID W/TCP
FK4F,TURBINE CONTROL MODIFICATIONS,OTHER,CONTROL HARDWARE,ADD AUXILIARY CONTROL PANEL [FK4F],AUXILIARY PANEL
FK4G,TURBINE CONTROL MODIFICATIONS,OTHER,CONTROL HARDWARE,ADD FREE-STANDING TURBINE CONTROL PANEL [FK4G],FREE-STANDING TURBINE CONTROL PANEL
FK4H,TURBINE CONTROL MODIFICATIONS,OTHER,CONTROL HARDWARE,ADD FREE-STANDING GENERATOR CONTROL PANEL [FK4H],FREE-STANDING GENERATOR CONTROL PANEL
FK4I,TURBINE CONTROL MODIFICATIONS,OTHER,CONTROL HARDWARE,ADD CAB MOUNTED GENERATOR CONTROL PANEL [FK4I],GENERATOR CONTROL PANEL CAB MOUNTED
FK4J,TURBINE CONTROL MODIFICATIONS,OTHER,CONTROL HARDWARE,ADD FREE STANDING OFF-BASE MOTOR CONTROL CENTER [FK4J],FREE-STANDING OFF BASE MCC
FK4K,TURBINE CONTROL MODIFICATIONS,OTHER,CONTROL HARDWARE,ADD FREE-STANDING STATION CONTROL PANEL [FK4K],FREE-STANDING STATION CONTROL PANEL
FK4L,TURBINE CONTROL MODIFICATIONS,OTHER,CONTROL HARDWARE,ADD SPEEDTRONIC CONTROL CABLE (GREATER THAT 50 FEET FOR MECHANICAL DRIVE UNIT [FK4L],SPEEDTRONIC CONTROL CABLE (>50 FT) MECH DR
FK4M,TURBINE CONTROL MODIFICATIONS,OTHER,CONTROL HARDWARE,ADD SPEEDTRONIC CONTROL CABLE (GREATER THAT 50 FEET FOR GENERATOR DRIVE UNIT [FK4M],SPEEDTRONIC CONTROL CABLE (>50 FT) GEN DR
FK4N,TURBINE CONTROL MODIFICATIONS,OTHER,HEATING AND VENTILATION, PROVIDE ONE HEAVY DUTY AIR CONDITIONER FOR CONTROL CAB OR P... CONTROL CENTER [FK4N],ONE HEAVY DUTY AIR CONDITIONER (CAB/PCC)
FK4P,TURBINE CONTROL MODIFICATIONS,OTHER,HEATING AND VENTILATION, PROVIDE TWO HEAVY DUTY AIR CONDITIONERS FOR CONTROL CAB OR P... CONTROL CENTER [FK4P],TWO HEAVY DUTY AIR CONDITIONERS (CAB/PCC)
FK4Q,TURBINE CONTROL MODIFICATIONS,OTHER,HEATING AND VENTILATION, PROVIDE ADDITIONAL HEAVY DUTY AIR CONDITIONERS [FK4Q],ADDITIONAL HEAVY DUTY AIR CONDITIONERS
FK4R,TURBINE CONTROL MODIFICATIONS,OTHER,CONTROL HARDWARE,PROVIDE TURBINE INTERFACE MODULE SEQUENCE CHANGER [FK4R],TIM/TURB INTERFACE MODULE SEQUENCE CHANGER
FK4S,TURBINE CONTROL MODIFICATIONS,OTHER,CONTROL HARDWARE,PROVIDE MASTER CONTROL CONSOLE MOUNTED IN CONTROL CAB [FK4S],MCC MOUNTED IN CONTROL CAB
FK4W,TURBINE CONTROL MODIFICATIONS,OTHER,CONTROL HARDWARE,PROVIDE MASTER CONTROL CONSOLE MOUNTED ON ACCESSORY BASE [FK4W],MCC MOUNTED ON ACCESSORY BASE PCC
FK4X,TURBINE CONTROL MODIFICATIONS,OTHER,CONTROL HARDWARE,REPLACEMENT RELAY [FK4X],REPLACEMENT RELAY
FK4Y,TURBINE CONTROL MODIFICATIONS,OTHER,CONTROL HARDWARE,REPLACEMENT ANNUNCIATOR [FK4Y],REPLACEMENT ANNUNCIATOR
FK5A,TURBINE CONTROL MODIFICATIONS,INSTRUMENTATION,INSTRUMENTATION,PROVIDE HONEYWELL FLAME DETECTORS [FK5A],HONEYWELL FLAME DETECTORS
FK5B,TURBINE CONTROL MODIFICATIONS,INSTRUMENTATION,,,EXTENDED EXHAUST THERMOCOUPLES
FK5C,TURBINE CONTROL MODIFICATIONS,INSTRUMENTATION,INSTRUMENTATION,PROVIDE REPLACEABLE WHEELSPACE THERMOCOUPLES [FK5C],Replaceable Wheelspace Thermocouples (E-Class).
FK5D,TURBINE CONTROL MODIFICATIONS,INSTRUMENTATION,INSTRUMENTATION,PROVIDE IMPROVED CMPRSR BLEED VALVE LIMIT SWITCHES [FK5D],IMPROVED LIMIT SWITCHES/COMP BLEED VALUES
FK5E,TURBINE CONTROL MODIFICATIONS,INSTRUMENTATION,STARTING,APPLY HIGH ENERGY IGNITION SYSTEM SPARK PLUGS [FK5E],HIGH ENERGY IGNITION SYSTEM
FK5F,TURBINE CONTROL MODIFICATIONS,INSTRUMENTATION,STARTING,PROVIDE STARTING RELIABILITY PACKAGE [FK5F],STARTING RELIABILITY PACKAGE (SEE F0790A)
FK5G,TURBINE CONTROL MODIFICATIONS,INSTRUMENTATION,STARTING,UPGRADE SPARKPLUG [FK5G],SPARKPLUG REPL W/71E TYPE
FK5H,TURBINE CONTROL MODIFICATIONS,INSTRUMENTATION,INSTRUMENTATION,PROVIDE TURBINE PERFORMANCE INSTRUMENTATION PACKAGE [FK5H],TURBINE PERF. INSTRUMENT PACKAGE
FK5I,TURBINE CONTROL MODIFICATIONS,INSTRUMENTATION,INSTRUMENTATION,ADDMAGNETIC PICK-UP SPEED SENSOR AND REPLACE OVERSPEED BOLT [FK5I],MAG PICKUP SPEED SENSORS
FK5J,TURBINE CONTROL MODIFICATIONS,INSTRUMENTATION,INSTRUMENTATION,UPGRADE TO REUTER-STOKES SILICON CARBIDE (SIC) FLAME SENSORS FOR MARK I CONTROL SYSTEM [FK5J],"R-S Flame Sensors, fuel regulator and Mark I"
FK5K,TURBINE CONTROL MODIFICATIONS,INSTRUMENTATION,INSTRUMENTATION,UPGRADE TO TERMINAL-STUD TYPE AERODERIVITIVE EXHAUST THERMOCOUPLES  [FK5K],Aeroderivative Exhaust TCs - Terminal Stud Type
FK5L,TURBINE CONTROL MODIFICATIONS,INSTRUMENTATION,CONTROL HARDWARE,UPGRADE FROM VARIABLE CONTROL OIL FUEL CONTROL TO MARK VI/VIE FUEL REGULATOR [FK5L],VCO Maker
FK5M,TURBINE CONTROL MODIFICATIONS,INSTRUMENTATION,INSTRUMENTATION,UPGRADE TO REUTER-STOKES SILICON CARBIDE (SIC) FLAME SENSORS FOR MARK II-IV CONTROL SYSTEM [FK5M],"R-S Flame Sensors, MkII-IV"
FK5N,TURBINE CONTROL MODIFICATIONS,INSTRUMENTATION,INSTRUMENTATION,UPGRADE TO REUTER-STOKES SILICON CARBIDE (SIC) FLAME SENSORS FOR MARK V AND HIGHER CONTROL SYSTEM [FK5N],R-S Flame Sensors MKV and up
FK5O,TURBINE CONTROL MODIFICATIONS,INSTRUMENTATION,INSTRUMENTATION,UPGRADE TO CURRENT PRODUCTION SIGHT TUBE [FK5O],Current Production Sight Tube
FK5P,TURBINE CONTROL MODIFICATIONS,INSTRUMENTATION,INSTRUMENTATION,UPGRADE TO CONNECTOR TYPE AERODERIVITIVE EXHAUST THERMOCOUPLES  [FK5P],Aeroderivative Exhaust TCs - Connector Type
FK5Q,TURBINE CONTROL MODIFICATIONS,INSTRUMENTATION,INSTRUMENTATION,APPLY LIQUID FUEL AND ATOMIZING AIR MODULE TEMPERATURE MONITORING [FK5Q],Liquid Fuel / Atomizing Air Module Temp. Monitoring
FK5R,TURBINE CONTROL MODIFICATIONS,INSTRUMENTATION,INSTRUMENTATION,ADD FLAME TRACKER DRY 325 [FK5R],Flame Tracker Dry 325 
FK6A,TURBINE CONTROL MODIFICATIONS,AUX TURBINE CONTROL EQUIP./OPTION-IA,,,"Obsolete TEMCON - TEMP. CONTROL, PNEUMATIC"
FK6B,TURBINE CONTROL MODIFICATIONS,AUX TURBINE CONTROL EQUIP./OPTION-IA,,,Obsolete TEMPRO - OVERTEMP PROTECTION
FK6C,TURBINE CONTROL MODIFICATIONS,AUX TURBINE CONTROL EQUIP./OPTION-IA,,,"Obsolete NOZCON - STG 2 NOZ & TEMP CNTRL, PNEUMATIC"
FK6D,TURBINE CONTROL MODIFICATIONS,AUX TURBINE CONTROL EQUIP./OPTION-IA,,,Obsolete COMCON - COMBUSTION MONITOR
FK6E,TURBINE CONTROL MODIFICATIONS,AUX TURBINE CONTROL EQUIP./OPTION-IA,,,Obsolete EMICON-I - STEAM INJECTION CONTROL
FK6F,TURBINE CONTROL MODIFICATIONS,AUX TURBINE CONTROL EQUIP./OPTION-IA,,,Obsolete EMICON-II - WATER INJECTION
FK6G,TURBINE CONTROL MODIFICATIONS,AUX TURBINE CONTROL EQUIP./OPTION-IA,,,EMICON-III - DRY LOW NOX CONTROL
FK6H,TURBINE CONTROL MODIFICATIONS,AUX TURBINE CONTROL EQUIP./OPTION-IA,,,Obsolete P2CON I
FK6I,TURBINE CONTROL MODIFICATIONS,AUX TURBINE CONTROL EQUIP./OPTION-IA,,,Obsolete P2CON II
FK6J,TURBINE CONTROL MODIFICATIONS,AUX TURBINE CONTROL EQUIP./OPTION-IA,,,Obsolete LIQCON - LIQUID FUEL CONTROL
FK6K,TURBINE CONTROL MODIFICATIONS,AUX TURBINE CONTROL EQUIP./OPTION-IA,,,Obsolete SEQCON - SEQUENCE CONTROL
FK6L,TURBINE CONTROL MODIFICATIONS,AUX TURBINE CONTROL EQUIP./OPTION-IA,,,"Obsolete TEMPCON - TEMP CONTROL, MOTORIZED"
FK6M,TURBINE CONTROL MODIFICATIONS,AUX TURBINE CONTROL EQUIP./OPTION-IA,,,"Obsolete NOZCON - STG 2 NOZ & TEMP CNTRL, MOTORIZED"
FK6N,TURBINE CONTROL MODIFICATIONS,AUX TURBINE CONTROL EQUIP./OPTION-IA,,,Obsolete TOTAL PLC CONTROL SYSTEM
FK6P,TURBINE CONTROL MODIFICATIONS,AUX TURBINE CONTROL EQUIP./OPTION-IA,CONTROL HARDWARE,MISCELLANEOUS CONTROL VALVES [FK6P],MISC. CONTROL VALVES
FK6Q,TURBINE CONTROL MODIFICATIONS,AUX TURBINE CONTROL EQUIP./OPTION-IA,CONTROL HARDWARE,DUAL GAS [FK6Q],DUELGAS
FK6R,TURBINE CONTROL MODIFICATIONS,AUX TURBINE CONTROL EQUIP./OPTION-IA,,,Obsolete PLCCON
FK6S,TURBINE CONTROL MODIFICATIONS,AUX TURBINE CONTROL EQUIP./OPTION-IA,,,Obsolete GASCON
FK7A,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TURBINE CONTROL FEATURES,CONTROL SOFTWARE,APPLY ISOCHRONOUS Load Sharing [FK7A],MULTI-UNIT DROOP/ISOCHRONOUS CNTRL (MP ONLY)
FK7B,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TURBINE CONTROL FEATURES,CONTROL HARDWARE,APPLY EXTERNAL CONTROL OF TURBINE SPEED/LOAD SET POINT (4-20MA CUSTOMER/EXTERNAL SIGNAL) [FK7B],EXTERNAL SETPOINT LOAD CONTROL (MICRO ONLY)
FK7C,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TURBINE CONTROL FEATURES,CONTROL HARDWARE,PROVIDE TIE LINE POWER CONTROL [FK7C],TIE LINE POWER CONTROL
FK7D,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TURBINE CONTROL FEATURES,CONTROL HARDWARE,PROVIDE VAR CONTROL MICROPROCESSOR [FK7D],VAR CONTROL (MICROPROCESSOR ONLY)
FK7E,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TURBINE CONTROL FEATURES,CONTROL HARDWARE,REWIRE TURBINE WITHOUT CONDUIT [FK7E],Turbine Rewire w/o Conduit
FK7F,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TURBINE CONTROL FEATURES,CONTROL HARDWARE,REWIRE TURBINE WITH CONDUIT [FK7F],Turbine Rewire with Conduit
FK7G,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TURBINE CONTROL FEATURES,CONTROL SOFTWARE,PROVIDE PRIMARY FREQUENCY REGULATION SOFTWARE [FK7G],Primary Frequency Regulation
FK7GA,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TURBINE CONTROL FEATURES,,,Sustained Droop (PFR)
FK7GB,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TURBINE CONTROL FEATURES,,,Sustained Droop function in Plant DCS
FK7GC,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TURBINE CONTROL FEATURES,,,Sustained Droop function selectable on HMI
FK7H,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TURBINE CONTROL FEATURES,CONTROL SOFTWARE,APPLY RESERVE MARGIN FUEL CONTROL [FK7H],Reserve Margin Control
FK7I,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TURBINE CONTROL FEATURES,CONTROL SOFTWARE,PROVIDE GOVERNOR RESPONSE TESTING SOFTWARE [FK7I],Governor Response Testing
FK7J,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TURBINE CONTROL FEATURES,CONTROL SOFTWARE,APPLY ISOCHRONOUS LOAD SHARING SOFTWARE [FK7J],Island Load Sharing
FK7K,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TURBINE CONTROL FEATURES,CONTROL SOFTWARE,APPLY INTEGRATED LOCAL FREQUENCY [FK7K],Integral Local Frequency 04-293.1
FK7L,TURBINE CONTROL MODIFICATIONS,ADDITIONAL TURBINE CONTROL FEATURES,CONTROL SOFTWARE,APPLY FREQUENCY CENTERED DEADBAND [FK7L],"Frequency Centered Deadband 04-293.1"""
FK8A,TURBINE CONTROL MODIFICATIONS,Control Modifications,,,OBSOLETE   MKVI Simplex
FK8B,TURBINE CONTROL MODIFICATIONS,Control Modifications,,,OBSOLETE  MKVI TMR
FK8C,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL HARDWARE,SUPPLY MARK VI TRAINING PANEL [FK8C],Spare/Training Panel (MKVI)
FK8D,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,APPLY CMPRSR PRESSURE RATIO MSRMNT AND CONTROL [FK8D],Compressor Pressure Ratio Measurement/Control
FK8E,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,APPLY EVAPORATIVE COOLER PART LOAD CONTROL SOFTWARE [FK8E],Part-Load Evap Cooler Control Mod
FK8F,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,ADD PART LOAD CONTROL FOR INLET CHILLER [FK8F],Part Load Chiller Control Mod
FK8G,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,APPLY SLIDING INTERVALVE (P2) PRESSURE FUEL CONTROL [FK8G],Sliding Gas Pressure
FK8H,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,ADD ALARM HELP ON HUMAN MACHINE INTERFACE (HMI) [FK8H],Alarm Help on HMI
FK8HA,TURBINE CONTROL MODIFICATIONS,Control Modifications,,,Alarm Manager with Alarm Viewer
FK8I,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,APPLY ONLINE AUXILIARY SYSTEM RESET [FK8I],Online Auxiliary System Reset
FK8J,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,START SEQUENCE HUMAN MACHINE INTERFACE (HMI) DISPLAY [FK8J],Start Sequence HMI Display
FK8K,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,FUEL CONTROL VALVE NULL BIAS COMPENSATION [FK8K],GCV/LCV Null Bias Compensation
FK8L,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,APPLY EXHAUST OVERSPEED TRIP LOGIC ROBUSTNESS [FK8L],Exhaust Overpressure Trip Logic Robustness
FK8M,TURBINE CONTROL MODIFICATIONS,Control Modifications,,,IBH Ramp Reference  following Fault Reset
FK8N,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,APPLY FUEL TRANSFER LOGIC ENHANCEMENT [FK8N],Fuel Transfer Logic Enhancement
FK8O,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,APPLY ATOMIZING AIR TRANSFER LOGIC ENHANCEMENT [FK8O],AA System Transfer Logic Enhancement
FK8P,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,APPLY CMPRSR DISCHARGE PRESSURE START-UP TRIP ENHANCEMENT [FK8P],CPD Startup Trip Enhancement
FK8Q,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,PROVIDE EXHAUST SPREAD MONITOR (ESM) 2100 [FK8Q],Exhaust Spread Monitor (ESM) 2100 Software
FK8R,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,APPLY ENHANCED OFFLINE WATER WASH HUMAN MACHINE INTERFACE (HMI) SCREEN [FK8R],Enhanced Offline Water Wash HMI Screen
FK8S,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,APPLY DC LUBE OIL PUMP TEST FROM HUMAN MACHINE INTERFACE (HMI) [FK8S],DC Lube Oil Pump Test from HMI
FK8T,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL HARDWARE,APPLY DRY LOW NOX 2.0 STARTUP ROBUSTNESS IMPROVEMENT [FK8T],DLN 2.0 Startup Robustness Improvements
FK8U,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL HARDWARE,UPGRADE MARK IV TO MARK IVE TURBINE CONTROL PANEL [FK8U],Mark IV to Mark IV-e Migration
FK8V,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL HARDWARE,UPGRADE MARK V TO MARK VE TURBINE CONTROL PANEL [FK8V],Mark V to Mark V-e Migration
FK8W,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL HARDWARE,UPGRADE TURBINE CONTROL PANEL TO MARK VIE SIMPLEX [FK8W],Upgrade to Mark VI-e Simplex
FK8X,TURBINE CONTROL MODIFICATIONS,Control Modifications,SYSTEM UPGRADES,Upgrade to MK VIe TMR,Upgrade to Mark VI-e TMR
FK8Y,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,APPLY LEAD LAG MOTOR RUN TIME SOFTWARE [FK8Y],Lead Lag Motor Run Time
FK8Z,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,APPLY INLET BLEED HEAT SYSTEM FAULT RAMP RATE SOFTWARE [FK8Z],IBH Reference Ramp Rate During IBH Fault
FK9A,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,APPLY ALL LOAD CYCLE CONTROL (ALCC) OPFLEX SOFTWARE [FK9A],OpFlex Balance Enhanced Transient Stability (ETS)
FK9AA,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,APPLY OPFLEX BALANCE ENHANCED TRANSIENT STABILITY (ETS) - MULTI-SHAFT [FK9AA],OpFlex Balance Enhanced Transient Stability (ETS) � multi-shaft
FK9AB,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,APPLY OPFLEX BALANCE ENHANCED TRANSIENT STABILITY (ETS) - SINGLE-SHAFT [FK9AB],OpFlex Balance Enhanced Transient Stability (ETS) � single-shaft
FK9B,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,PROVIDE SHIFT DATA REPORT SOFTWARE [FK9B],Shift Data Report
FK9C,TURBINE CONTROL MODIFICATIONS,Control Modifications,,,TBD
FK9D,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,APPLY ONLINE PIPING AND INSTRUMENTATION DIAGRAM (P&ID) HUMAN MACHINE INTERFACE (HMI) SCREENS [FK9D],Online P&ID HMI Screens
FK9E,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,APPLY AUTO- TNR LOAD [FK9E],Auto TNR Load
FK9F,TURBINE CONTROL MODIFICATIONS,Control Modifications,CONTROL SOFTWARE,PROVIDE NETWORK HEALTH MONITOR [FK9F],Network Health Monitor
